p;n;connectedGraphsPercentatge
0.000000;100;1.000000
0.010000;100;1.000000
0.020000;100;1.000000
0.030000;100;1.000000
0.040000;100;1.000000
0.050000;100;1.000000
0.060000;100;1.000000
0.070000;100;1.000000
0.080000;100;1.000000
0.090000;100;0.999000
0.100000;100;0.999000
0.110000;100;0.999000
0.120000;100;0.997000
0.130000;100;0.997000
0.140000;100;0.998000
0.150000;100;0.998000
0.160000;100;0.996000
0.170000;100;0.996000
0.180000;100;0.992000
0.190000;100;0.995000
0.200000;100;0.991000
0.210000;100;0.989000
0.220000;100;0.990000
0.230000;100;0.990000
0.240000;100;0.987000
0.250000;100;0.974000
0.260000;100;0.968000
0.270000;100;0.959000
0.280000;100;0.963000
0.290000;100;0.958000
0.300000;100;0.943000
0.310000;100;0.940000
0.320000;100;0.939000
0.330000;100;0.910000
0.340000;100;0.902000
0.350000;100;0.897000
0.360000;100;0.876000
0.370000;100;0.883000
0.380000;100;0.867000
0.390000;100;0.829000
0.400000;100;0.797000
0.410000;100;0.777000
0.420000;100;0.763000
0.430000;100;0.737000
0.440000;100;0.709000
0.450000;100;0.703000
0.460000;100;0.705000
0.470000;100;0.657000
0.480000;100;0.619000
0.490000;100;0.613000
0.500000;100;0.574000
0.510000;100;0.579000
0.520000;100;0.547000
0.530000;100;0.468000
0.540000;100;0.483000
0.550000;100;0.417000
0.560000;100;0.432000
0.570000;100;0.390000
0.580000;100;0.379000
0.590000;100;0.325000
0.600000;100;0.296000
0.610000;100;0.265000
0.620000;100;0.260000
0.630000;100;0.237000
0.640000;100;0.243000
0.650000;100;0.184000
0.660000;100;0.198000
0.670000;100;0.192000
0.680000;100;0.160000
0.690000;100;0.138000
0.700000;100;0.119000
0.710000;100;0.115000
0.720000;100;0.093000
0.730000;100;0.105000
0.740000;100;0.078000
0.750000;100;0.073000
0.760000;100;0.054000
0.770000;100;0.047000
0.780000;100;0.039000
0.790000;100;0.036000
0.800000;100;0.041000
0.810000;100;0.030000
0.820000;100;0.029000
0.830000;100;0.023000
0.840000;100;0.018000
0.850000;100;0.028000
0.860000;100;0.021000
0.870000;100;0.019000
0.880000;100;0.017000
0.890000;100;0.012000
0.900000;100;0.015000
0.910000;100;0.017000
0.920000;100;0.019000
0.930000;100;0.026000
0.940000;100;0.043000
0.950000;100;0.052000
0.960000;100;0.107000
0.970000;100;0.182000
0.980000;100;0.299000
0.990000;100;0.411000
1.000000;100;0.000000
0.000000;200;1.000000
0.010000;200;1.000000
0.020000;200;1.000000
0.030000;200;1.000000
0.040000;200;1.000000
0.050000;200;1.000000
0.060000;200;1.000000
0.070000;200;0.999000
0.080000;200;0.998000
0.090000;200;1.000000
0.100000;200;0.999000
0.110000;200;1.000000
0.120000;200;0.997000
0.130000;200;0.998000
0.140000;200;0.997000
0.150000;200;0.991000
0.160000;200;0.995000
0.170000;200;0.989000
0.180000;200;0.995000
0.190000;200;0.988000
0.200000;200;0.982000
0.210000;200;0.982000
0.220000;200;0.974000
0.230000;200;0.973000
0.240000;200;0.967000
0.250000;200;0.947000
0.260000;200;0.936000
0.270000;200;0.939000
0.280000;200;0.927000
0.290000;200;0.902000
0.300000;200;0.895000
0.310000;200;0.874000
