p;n;connectedGraphsPercentatge
0.000000;10;1.000000
0.010000;10;1.000000
0.020000;10;1.000000
0.030000;10;1.000000
0.040000;10;1.000000
0.050000;10;1.000000
0.060000;10;1.000000
0.070000;10;1.000000
0.080000;10;1.000000
0.090000;10;1.000000
0.100000;10;1.000000
0.110000;10;1.000000
0.120000;10;1.000000
0.130000;10;1.000000
0.140000;10;1.000000
0.150000;10;1.000000
0.160000;10;1.000000
0.170000;10;1.000000
0.180000;10;1.000000
0.190000;10;1.000000
0.200000;10;1.000000
0.210000;10;1.000000
0.220000;10;1.000000
0.230000;10;1.000000
0.240000;10;1.000000
0.250000;10;1.000000
0.260000;10;1.000000
0.270000;10;1.000000
0.280000;10;1.000000
0.290000;10;1.000000
0.300000;10;1.000000
0.310000;10;1.000000
0.320000;10;1.000000
0.330000;10;1.000000
0.340000;10;1.000000
0.350000;10;1.000000
0.360000;10;1.000000
0.370000;10;1.000000
0.380000;10;1.000000
0.390000;10;1.000000
0.400000;10;1.000000
0.410000;10;1.000000
0.420000;10;1.000000
0.430000;10;1.000000
0.440000;10;1.000000
0.450000;10;0.999000
0.460000;10;1.000000
0.470000;10;1.000000
0.480000;10;1.000000
0.490000;10;1.000000
0.500000;10;0.999000
0.510000;10;0.999000
0.520000;10;0.999000
0.530000;10;0.999000
0.540000;10;1.000000
0.550000;10;0.999000
0.560000;10;0.998000
0.570000;10;0.998000
0.580000;10;0.999000
0.590000;10;0.997000
0.600000;10;0.992000
0.610000;10;0.993000
0.620000;10;0.990000
0.630000;10;0.995000
0.640000;10;0.994000
0.650000;10;0.991000
0.660000;10;0.987000
0.670000;10;0.987000
0.680000;10;0.987000
0.690000;10;0.981000
0.700000;10;0.972000
0.710000;10;0.972000
0.720000;10;0.970000
0.730000;10;0.960000
0.740000;10;0.938000
0.750000;10;0.945000
0.760000;10;0.934000
0.770000;10;0.939000
0.780000;10;0.902000
0.790000;10;0.917000
0.800000;10;0.915000
0.810000;10;0.887000
0.820000;10;0.859000
0.830000;10;0.824000
0.840000;10;0.820000
0.850000;10;0.763000
0.860000;10;0.797000
0.870000;10;0.749000
0.880000;10;0.717000
0.890000;10;0.673000
0.900000;10;0.663000
0.910000;10;0.622000
0.920000;10;0.567000
0.930000;10;0.519000
0.940000;10;0.473000
0.950000;10;0.380000
0.960000;10;0.335000
0.970000;10;0.267000
0.980000;10;0.182000
0.990000;10;0.083000
1.000000;10;0.000000
0.000000;20;1.000000
0.010000;20;1.000000
0.020000;20;1.000000
0.030000;20;1.000000
0.040000;20;1.000000
0.050000;20;1.000000
0.060000;20;1.000000
0.070000;20;1.000000
0.080000;20;1.000000
0.090000;20;1.000000
0.100000;20;1.000000
0.110000;20;1.000000
0.120000;20;1.000000
0.130000;20;1.000000
0.140000;20;1.000000
0.150000;20;0.999000
0.160000;20;1.000000
0.170000;20;1.000000
0.180000;20;0.999000
0.190000;20;0.999000
0.200000;20;1.000000
0.210000;20;0.999000
0.220000;20;0.998000
0.230000;20;0.999000
0.240000;20;0.997000
0.250000;20;0.991000
0.260000;20;0.992000
0.270000;20;0.993000
0.280000;20;0.997000
0.290000;20;0.994000
0.300000;20;0.990000
0.310000;20;0.992000
0.320000;20;0.992000
0.330000;20;0.982000
0.340000;20;0.982000
0.350000;20;0.978000
0.360000;20;0.976000
0.370000;20;0.966000
0.380000;20;0.968000
0.390000;20;0.959000
0.400000;20;0.971000
0.410000;20;0.962000
0.420000;20;0.963000
0.430000;20;0.957000
0.440000;20;0.939000
0.450000;20;0.934000
0.460000;20;0.920000
0.470000;20;0.922000
0.480000;20;0.929000
0.490000;20;0.918000
0.500000;20;0.902000
0.510000;20;0.913000
0.520000;20;0.896000
0.530000;20;0.886000
0.540000;20;0.882000
0.550000;20;0.876000
0.560000;20;0.832000
0.570000;20;0.836000
0.580000;20;0.839000
0.590000;20;0.816000
0.600000;20;0.813000
0.610000;20;0.818000
0.620000;20;0.804000
0.630000;20;0.779000
0.640000;20;0.772000
0.650000;20;0.744000
0.660000;20;0.740000
0.670000;20;0.731000
0.680000;20;0.737000
0.690000;20;0.727000
0.700000;20;0.697000
0.710000;20;0.678000
0.720000;20;0.681000
0.730000;20;0.670000
0.740000;20;0.647000
0.750000;20;0.642000
0.760000;20;0.626000
0.770000;20;0.616000
0.780000;20;0.606000
0.790000;20;0.602000
0.800000;20;0.584000
0.810000;20;0.589000
0.820000;20;0.581000
0.830000;20;0.573000
0.840000;20;0.567000
0.850000;20;0.582000
0.860000;20;0.595000
0.870000;20;0.563000
0.880000;20;0.564000
0.890000;20;0.576000
0.900000;20;0.590000
0.910000;20;0.566000
0.920000;20;0.592000
0.930000;20;0.559000
0.940000;20;0.534000
0.950000;20;0.458000
0.960000;20;0.431000
0.970000;20;0.398000
0.980000;20;0.284000
0.990000;20;0.190000
1.000000;20;0.000000
0.000000;30;1.000000
0.010000;30;1.000000
0.020000;30;1.000000
0.030000;30;1.000000
0.040000;30;1.000000
0.050000;30;1.000000
0.060000;30;1.000000
0.070000;30;1.000000
0.080000;30;1.000000
0.090000;30;1.000000
0.100000;30;1.000000
0.110000;30;1.000000
0.120000;30;1.000000
0.130000;30;1.000000
0.140000;30;1.000000
0.150000;30;0.999000
0.160000;30;0.999000
0.170000;30;1.000000
0.180000;30;0.998000
0.190000;30;0.997000
